%time,field.data
1648135167498092464,0.0049458539155348424
1648135167520214633,0.0049458539155348424
1648135167539354842,0.0049458539155348424
1648135167562941209,-0.0001527271493547977
1648135167580132460,-0.0001527271493547977
1648135167599875935,-0.0001527271493547977
1648135167619842343,-0.0001527271493547977
1648135167638761432,-0.0001527271493547977
1648135167659271222,-0.0011728167935630696
1648135167680746432,-0.0011728167935630696
1648135167700702526,-0.0011728167935630696
1648135167719105905,-0.0011728167935630696
1648135167738598897,-0.0011728167935630696
1648135167759024000,0.002906297012502196
1648135167780865048,0.002906297012502196
1648135167800765325,0.002906297012502196
1648135167819872156,0.002906297012502196
1648135167837808633,0.002906297012502196
1648135167858876062,-0.008310954761485356
1648135167880757646,-0.008310954761485356
1648135167900776330,-0.008310954761485356
1648135167919737580,-0.008310954761485356
1648135167938752969,-0.008310954761485356
1648135167958497258,0.0018862073682939517
1648135167981138604,0.0018862073682939517
1648135167998198663,0.0018862073682939517
1648135168019801411,0.0018862073682939517
1648135168038629625,0.0018862073682939517
1648135168059517900,0.006984788433183592
1648135168081772686,0.006984788433183592
1648135168101009416,0.006984788433183592
1648135168120185172,0.006984788433183592
1648135168139519507,0.006984788433183592
1648135168158729413,0.011063902239248857
1648135168179873366,0.011063902239248857
1648135168198463542,0.011063902239248857
1648135168218402538,0.011063902239248857
1648135168237938399,0.011063902239248857
1648135168259156659,0.022280531627852512
1648135168279348743,0.022280531627852512
1648135168300445198,0.022280531627852512
1648135168320983008,0.022280531627852512
1648135168340005550,0.022280531627852512
1648135168359759881,0.033497783401840064
1648135168379905346,0.033497783401840064
1648135168399348886,0.033497783401840064
1648135168419315444,0.033497783401840064
1648135168440245665,0.033497783401840064
1648135168462625651,0.033497783401840064
1648135168479156484,0.033497783401840064
1648135168500162873,0.033497783401840064
1648135168521186334,0.033497783401840064
1648135168540102871,0.033497783401840064
1648135168560036428,0.04471441279044372
1648135168579624342,0.04471441279044372
1648135168598752968,0.04471441279044372
1648135168618225398,0.04471441279044372
1648135168639071281,0.04471441279044372
1648135168658865883,0.05185255075836598
1648135168680265180,0.05185255075836598
1648135168698781542,0.05185255075836598
1648135168720144689,0.05185255075836598
1648135168738830305,0.05185255075836598
1648135168760594319,0.058990688726288265
1648135168781064925,0.058990688726288265
1648135168800875986,0.058990688726288265
1648135168819180551,0.058990688726288265
1648135168838877547,0.058990688726288265
1648135168858730420,0.06816776121185927
1648135168880281149,0.06816776121185927
1648135168900572370,0.06816776121185927
1648135168919192303,0.06816776121185927
1648135168938861346,0.06816776121185927
1648135168958810384,0.08244403714770382
1648135168981267619,0.08244403714770382
1648135169000749117,0.08244403714770382
1648135169019847728,0.08244403714770382
1648135169039228946,0.08244403714770382
1648135169058436080,0.08754261821259349
1648135169080683878,0.08754261821259349
1648135169099627458,0.08754261821259349
1648135169120092394,0.08754261821259349
1648135169138804188,0.08754261821259349
1648135169161918386,0.09977933724540539
