%time,field.data
1647527379739484787,0.0
1647527379761468490,0.0
1647527379781538191,0.0
1647527379800989142,0.0
1647527379820119504,0.00509858106489
1647527379848606204,0.00509858106489
1647527379862337644,0.00509858106489
1647527379886178194,0.00509858106489
1647527379898561480,0.00509858106489
1647527379922644757,-0.0061186707091
1647527379940526809,-0.0061186707091
1647527379962280623,-0.0061186707091
1647527379980193802,-0.0061186707091
1647527379998902733,-0.0061186707091
1647527380019651492,0.00305902416186
1647527380039992433,0.00305902416186
1647527380059652758,0.00305902416186
1647527380078401916,0.00305902416186
1647527380100221125,0.00305902416186
1647527380122954013,0.00305902416186
1647527380141961142,0.00305902416186
1647527380158882494,0.00305902416186
1647527380179234566,0.00305902416186
1647527380202790778,0.00305902416186
1647527380218061135,0.00509858106489
1647527380239132306,0.00509858106489
1647527380261250676,0.00509858106489
1647527380281107546,0.00509858106489
1647527380297996721,0.00509858106489
1647527380319207556,0.0132561862916
1647527380338504376,0.0132561862916
1647527380355861001,0.0132561862916
1647527380380966446,0.0132561862916
1647527380401492595,0.0132561862916
1647527380421000182,0.0285519294863
1647527380438198128,0.0285519294863
1647527380457434753,0.0285519294863
1647527380478883605,0.0285519294863
1647527380498090957,0.0285519294863
1647527380518770542,0.0407886485191
1647527380537970542,0.0407886485191
1647527380559846830,0.0407886485191
1647527380579138910,0.0407886485191
1647527380597177193,0.0407886485191
1647527380619662204,0.0611829727787
1647527380641337393,0.0611829727787
1647527380661180186,0.0611829727787
1647527380678431461,0.0611829727787
1647527380700033056,0.0611829727787
1647527380719512166,0.0825967642971
1647527380739831353,0.0825967642971
1647527380759509626,0.0825967642971
1647527380779012039,0.0825967642971
1647527380800091210,0.0825967642971
1647527380820057591,0.102991088557
1647527380845584638,0.102991088557
1647527380860821330,0.102991088557
1647527380880638793,0.102991088557
1647527380902928439,0.102991088557
1647527380921172574,0.131543018043
1647527380939403024,0.131543018043
1647527380958908178,0.131543018043
1647527380978249229,0.131543018043
1647527380997786506,0.131543018043
1647527381018508235,0.145819293979
1647527381040610376,0.145819293979
1647527381059284590,0.145819293979
1647527381078736662,0.145819293979
1647527381098516694,0.145819293979
1647527381119587697,0.173351756206
1647527381139937953,0.173351756206
1647527381158860012,0.173351756206
1647527381177222906,0.173351756206
1647527381198581177,0.173351756206
1647527381219586139,0.200883596048
1647527381237131683,0.200883596048
1647527381259982749,0.200883596048
1647527381282635635,0.200883596048
1647527381303158447,0.200883596048
1647527381323857244,0.221277920308
1647527381345648972,0.221277920308
1647527381363168275,0.221277920308
1647527381380108119,0.221277920308
1647527381398486835,0.221277920308
1647527381419818301,0.244731891115
1647527381438710599,0.244731891115
1647527381460040528,0.244731891115
1647527381482520059,0.244731891115
1647527381500486650,0.244731891115
1647527381521415768,0.27430328786
1647527381542314159,0.27430328786
1647527381558987249,0.27430328786
1647527381579697746,0.27430328786
1647527381599373031,0.27430328786
1647527381619707627,0.290619120699
1647527381638880979,0.290619120699
1647527381658988928,0.290619120699
1647527381678981868,0.290619120699
1647527381699560011,0.290619120699
1647527381719069700,0.318150960541
1647527381737284232,0.318150960541
1647527381759277987,0.318150960541
1647527381776898942,0.318150960541
1647527381799485277,0.318150960541
1647527381819662724,0.343643865865
1647527381838314896,0.343643865865
1647527381861163088,0.343643865865
1647527381878035431,0.343643865865
1647527381899847252,0.343643865865
1647527381919348318,0.366077747028
1647527381936755400,0.366077747028
1647527381957943825,0.366077747028
1647527381979713580,0.366077747028
1647527382001945399,0.366077747028
1647527382019583368,0.386472071287
1647527382038578385,0.386472071287
1647527382058437228,0.386472071287
1647527382079691958,0.386472071287
1647527382100876813,0.386472071287
1647527382119219842,0.407886485191
1647527382138045358,0.407886485191
1647527382158450753,0.407886485191
1647527382182286755,0.407886485191
1647527382199397080,0.407886485191
1647527382220011953,0.423182228386
1647527382238594043,0.423182228386
1647527382268530620,0.423182228386
1647527382278238471,0.423182228386
1647527382298153553,0.423182228386
1647527382319327328,0.44867513371
1647527382341800198,0.44867513371
1647527382361841204,0.44867513371
1647527382382366711,0.44867513371
1647527382411521352,0.44867513371
1647527382420860001,0.460911230358
1647527382436357752,0.460911230358
1647527382457533814,0.460911230358
1647527382478221246,0.460911230358
1647527382496633108,0.460911230358
1647527382519072903,0.482325021876
1647527382537527523,0.482325021876
1647527382561551437,0.482325021876
1647527382581486912,0.482325021876
1647527382599421269,0.482325021876
1647527382621167253,0.501699878877
1647527382641062418,0.501699878877
1647527382661748876,0.501699878877
1647527382678179554,0.501699878877
1647527382699766382,0.501699878877
1647527382719001349,0.514956687554
1647527382738773636,0.514956687554
1647527382768072084,0.514956687554
1647527382779999943,0.514956687554
1647527382799401433,0.514956687554
1647527382819121108,0.527192784201
1647527382838799470,0.527192784201
1647527382858867883,0.527192784201
1647527382879365953,0.527192784201
1647527382902127559,0.527192784201
1647527382922810099,0.546567641202
1647527382939378597,0.546567641202
1647527382959339861,0.546567641202
1647527382979227441,0.546567641202
1647527382998545797,0.546567641202
1647527383019499115,0.558803737849
1647527383038071620,0.558803737849
1647527383057630563,0.558803737849
1647527383078599787,0.558803737849
1647527383101974259,0.558803737849
1647527383120589222,0.569000899979
1647527383138623146,0.569000899979
1647527383156147002,0.569000899979
1647527383178250143,0.569000899979
1647527383197510654,0.569000899979
1647527383218747655,0.580218774139
1647527383241758098,0.580218774139
1647527383258978876,0.580218774139
1647527383279345645,0.580218774139
1647527383302468862,0.580218774139
1647527383321871569,0.595514517333
1647527383343778383,0.595514517333
1647527383359423535,0.595514517333
1647527383383669918,0.595514517333
1647527383399357308,0.595514517333
1647527383419512959,0.611829727787
