%time,field.header.seq,field.header.stamp,field.header.frame_id,field.data,field.variance
1648134495116574087,22364,1562884676762056000,fcu,99179.99877929688,0.0
1648134495136976970,22365,1562884676782056000,fcu,99179.99877929688,0.0
1648134495154276737,22366,1562884676800056000,fcu,99179.99877929688,0.0
1648134495176241890,22367,1562884676822056000,fcu,99179.99877929688,0.0
1648134495195227367,22368,1562884676841050880,fcu,99179.99877929688,0.0
1648134495216970782,22369,1562884676862050880,fcu,99150.0,0.0
1648134495237216751,22370,1562884676882050880,fcu,99150.0,0.0
1648134495256422694,22371,1562884676902050880,fcu,99150.0,0.0
1648134495276399691,22372,1562884676922050880,fcu,99150.0,0.0
1648134495295898552,22373,1562884676942286656,fcu,99150.0,0.0
1648134495317593365,22374,1562884676962286656,fcu,99169.9951171875,0.0
1648134495336244182,22375,1562884676980286656,fcu,99169.9951171875,0.0
1648134495354507372,22376,1562884677000286656,fcu,99169.9951171875,0.0
1648134495376136599,22377,1562884677022286656,fcu,99169.9951171875,0.0
1648134495395068948,22378,1562884677041235200,fcu,99169.9951171875,0.0
1648134495416624687,22379,1562884677062235200,fcu,99079.99877929688,0.0
1648134495436718640,22380,1562884677082235200,fcu,99079.99877929688,0.0
1648134495457603828,22381,1562884677102235200,fcu,99079.99877929688,0.0
1648134495475269085,22382,1562884677120235200,fcu,99079.99877929688,0.0
1648134495496462255,22383,1562884677141823552,fcu,99079.99877929688,0.0
1648134495514496695,22384,1562884677159823552,fcu,99129.99877929688,0.0
1648134495538446986,22385,1562884677183823552,fcu,99129.99877929688,0.0
1648134495557097226,22386,1562884677201823552,fcu,99129.99877929688,0.0
1648134495577476795,22387,1562884677221823552,fcu,99129.99877929688,0.0
1648134495596720865,22388,1562884677241813312,fcu,99129.99877929688,0.0
1648134495614389054,22389,1562884677259813312,fcu,99159.99755859375,0.0
1648134495637265931,22390,1562884677281813312,fcu,99159.99755859375,0.0
1648134495657588729,22391,1562884677301813312,fcu,99159.99755859375,0.0
1648134495676410280,22392,1562884677319813312,fcu,99159.99755859375,0.0
1648134495696581956,22393,1562884677341420288,fcu,99159.99755859375,0.0
1648134495718089582,22394,1562884677362420288,fcu,99139.99633789062,0.0
1648134495737720780,22395,1562884677382420288,fcu,99139.99633789062,0.0
1648134495756795266,22396,1562884677402420288,fcu,99139.99633789062,0.0
1648134495776121447,22397,1562884677420420288,fcu,99139.99633789062,0.0
1648134495795347258,22398,1562884677441080832,fcu,99139.99633789062,0.0
1648134495817128144,22399,1562884677462080832,fcu,99159.99755859375,0.0
1648134495837467876,22400,1562884677482080832,fcu,99159.99755859375,0.0
1648134495856335766,22401,1562884677500080832,fcu,99159.99755859375,0.0
1648134495876537079,22402,1562884677522080832,fcu,99159.99755859375,0.0
1648134495896213450,22403,1562884677542104384,fcu,99159.99755859375,0.0
1648134495917786674,22404,1562884677562104384,fcu,99109.99755859375,0.0
1648134495937618123,22405,1562884677582104384,fcu,99109.99755859375,0.0
1648134495957482836,22406,1562884677602104384,fcu,99109.99755859375,0.0
1648134495977236043,22407,1562884677622104384,fcu,99109.99755859375,0.0
1648134495996015933,22408,1562884677641320704,fcu,99109.99755859375,0.0
1648134496016976215,22409,1562884677662320704,fcu,99139.99633789062,0.0
1648134496036868408,22410,1562884677682320704,fcu,99139.99633789062,0.0
1648134496053839543,22411,1562884677700320704,fcu,99139.99633789062,0.0
1648134496076557120,22412,1562884677720320704,fcu,99139.99633789062,0.0
1648134496096471656,22413,1562884677741813824,fcu,99139.99633789062,0.0
1648134496114479649,22414,1562884677759813824,fcu,99119.9951171875,0.0
1648134496137619144,22415,1562884677781813824,fcu,99119.9951171875,0.0
1648134496157385865,22416,1562884677801813824,fcu,99119.9951171875,0.0
1648134496177256283,22417,1562884677821813824,fcu,99119.9951171875,0.0
1648134496196388040,22418,1562884677842067008,fcu,99119.9951171875,0.0
1648134496218026107,22419,1562884677862067008,fcu,99150.0,0.0
1648134496237724123,22420,1562884677882067008,fcu,99150.0,0.0
1648134496257420715,22421,1562884677902067008,fcu,99150.0,0.0
1648134496276297711,22422,1562884677920067008,fcu,99150.0,0.0
1648134496296331602,22423,1562884677942071104,fcu,99150.0,0.0
1648134496318116855,22424,1562884677962071104,fcu,99129.99877929688,0.0
1648134496337873508,22425,1562884677982071104,fcu,99129.99877929688,0.0
1648134496355348145,22426,1562884678000071104,fcu,99129.99877929688,0.0
1648134496375263480,22427,1562884678020071104,fcu,99129.99877929688,0.0
1648134496396670094,22428,1562884678042075200,fcu,99129.99877929688,0.0
1648134496416828880,22429,1562884678062075200,fcu,99139.99633789062,0.0
1648134496438860919,22430,1562884678084075200,fcu,99139.99633789062,0.0
1648134496454220085,22431,1562884678100075200,fcu,99139.99633789062,0.0
1648134496475530468,22432,1562884678120075200,fcu,99139.99633789062,0.0
1648134496494933057,22433,1562884678141014528,fcu,99139.99633789062,0.0
1648134496516820451,22434,1562884678162014528,fcu,99119.9951171875,0.0
1648134496538661821,22435,1562884678182014528,fcu,99119.9951171875,0.0
1648134496556500695,22436,1562884678202014528,fcu,99119.9951171875,0.0
1648134496577376328,22437,1562884678222014528,fcu,99119.9951171875,0.0
1648134496597206913,22438,1562884678242216000,fcu,99119.9951171875,0.0
1648134496617190778,22439,1562884678262216000,fcu,99109.99755859375,0.0
1648134496636908149,22440,1562884678282216000,fcu,99109.99755859375,0.0
1648134496655073173,22441,1562884678300216000,fcu,99109.99755859375,0.0
1648134496676410770,22442,1562884678322216000,fcu,99109.99755859375,0.0
1648134496696455774,22443,1562884678341355264,fcu,99109.99755859375,0.0
1648134496717616690,22444,1562884678362355264,fcu,99119.9951171875,0.0
1648134496737086818,22445,1562884678382355264,fcu,99119.9951171875,0.0
1648134496757115883,22446,1562884678402355264,fcu,99119.9951171875,0.0
1648134496777237766,22447,1562884678422355264,fcu,99119.9951171875,0.0
1648134496796322606,22448,1562884678442307648,fcu,99119.9951171875,0.0
1648134496816311205,22449,1562884678462307648,fcu,99159.99755859375,0.0
1648134496838823943,22450,1562884678484307648,fcu,99159.99755859375,0.0
1648134496856166931,22451,1562884678500307648,fcu,99159.99755859375,0.0
1648134496877371291,22452,1562884678522307648,fcu,99159.99755859375,0.0
1648134496897358985,22453,1562884678542019904,fcu,99159.99755859375,0.0
1648134496916326726,22454,1562884678562019904,fcu,99129.99877929688,0.0
1648134496934752454,22455,1562884678580019904,fcu,99129.99877929688,0.0
1648134496956347927,22456,1562884678602019904,fcu,99129.99877929688,0.0
1648134496976656186,22457,1562884678622019904,fcu,99129.99877929688,0.0
1648134496997148180,22458,1562884678642061376,fcu,99129.99877929688,0.0
1648134497016158582,22459,1562884678662061376,fcu,99179.99877929688,0.0
1648134497036687018,22460,1562884678682061376,fcu,99179.99877929688,0.0
1648134497054410325,22461,1562884678700061376,fcu,99179.99877929688,0.0
1648134497076215442,22462,1562884678722061376,fcu,99179.99877929688,0.0
1648134497095086320,22463,1562884678740012480,fcu,99179.99877929688,0.0
1648134497114951929,22464,1562884678760012480,fcu,99119.9951171875,0.0
1648134497136866450,22465,1562884678782012480,fcu,99119.9951171875,0.0
1648134497156352523,22466,1562884678802012480,fcu,99119.9951171875,0.0
1648134497176202183,22467,1562884678822012480,fcu,99119.9951171875,0.0
1648134497196997516,22468,1562884678842143808,fcu,99119.9951171875,0.0
1648134497215680187,22469,1562884678862143808,fcu,99129.99877929688,0.0
1648134497236625229,22470,1562884678882143808,fcu,99129.99877929688,0.0
1648134497256840823,22471,1562884678902143808,fcu,99129.99877929688,0.0
1648134497275355909,22472,1562884678920143808,fcu,99129.99877929688,0.0
1648134497296861873,22473,1562884678941983040,fcu,99129.99877929688,0.0
1648134497317263848,22474,1562884678961983040,fcu,99129.99877929688,0.0
1648134497335171529,22475,1562884678979983040,fcu,99129.99877929688,0.0
1648134497357127353,22476,1562884679001983040,fcu,99129.99877929688,0.0
1648134497376904805,22477,1562884679021983040,fcu,99129.99877929688,0.0
1648134497395109547,22478,1562884679040980992,fcu,99129.99877929688,0.0
1648134497414944682,22479,1562884679059980992,fcu,99129.99877929688,0.0
1648134497437222653,22480,1562884679081980992,fcu,99129.99877929688,0.0
1648134497456750297,22481,1562884679101980992,fcu,99129.99877929688,0.0
1648134497476548110,22482,1562884679121980992,fcu,99129.99877929688,0.0
1648134497495621253,22483,1562884679141294336,fcu,99129.99877929688,0.0
1648134497515759504,22484,1562884679160294336,fcu,99109.99755859375,0.0
1648134497536601858,22485,1562884679182294336,fcu,99109.99755859375,0.0
1648134497555661375,22486,1562884679202294336,fcu,99109.99755859375,0.0
1648134497579361316,22487,1562884679224239040,fcu,99109.99755859375,0.0
1648134497596553879,22488,1562884679242239040,fcu,99109.99755859375,0.0
1648134497615847896,22489,1562884679260239040,fcu,99139.99633789062,0.0
1648134497636739865,22490,1562884679282239040,fcu,99139.99633789062,0.0
1648134497655239067,22491,1562884679300239040,fcu,99139.99633789062,0.0
1648134497676992736,22492,1562884679322239040,fcu,99139.99633789062,0.0
1648134497696067526,22493,1562884679341282560,fcu,99139.99633789062,0.0
1648134497716761680,22494,1562884679362282560,fcu,99139.99633789062,0.0
1648134497736819955,22495,1562884679382282560,fcu,99139.99633789062,0.0
1648134497755911318,22496,1562884679402282560,fcu,99139.99633789062,0.0
1648134497775960011,22497,1562884679422282560,fcu,99139.99633789062,0.0
1648134497796274727,22498,1562884679441256960,fcu,99139.99633789062,0.0
1648134497817142785,22499,1562884679462256960,fcu,99129.99877929688,0.0
1648134497836596593,22500,1562884679482256960,fcu,99129.99877929688,0.0
1648134497856020778,22501,1562884679502256960,fcu,99129.99877929688,0.0
1648134497876816942,22502,1562884679522256960,fcu,99129.99877929688,0.0
1648134497896230499,22503,1562884679541084928,fcu,99129.99877929688,0.0
1648134497917137495,22504,1562884679562084928,fcu,99139.99633789062,0.0
1648134497935560698,22505,1562884679580084928,fcu,99139.99633789062,0.0
1648134497956359560,22506,1562884679602084928,fcu,99139.99633789062,0.0
1648134497976043685,22507,1562884679622084928,fcu,99139.99633789062,0.0
1648134497996357732,22508,1562884679640948224,fcu,99139.99633789062,0.0
1648134498015540136,22509,1562884679661948224,fcu,99119.9951171875,0.0
1648134498036740676,22510,1562884679681948224,fcu,99119.9951171875,0.0
1648134498055594453,22511,1562884679699948224,fcu,99119.9951171875,0.0
1648134498075754796,22512,1562884679719948224,fcu,99119.9951171875,0.0
1648134498096621815,22513,1562884679742734656,fcu,99119.9951171875,0.0
1648134498114737527,22514,1562884679760734656,fcu,99129.99877929688,0.0
1648134498136964062,22515,1562884679782734656,fcu,99129.99877929688,0.0
1648134498155680038,22516,1562884679800734656,fcu,99129.99877929688,0.0
1648134498176592648,22517,1562884679822734656,fcu,99129.99877929688,0.0
1648134498196275124,22518,1562884679841700864,fcu,99129.99877929688,0.0
1648134498214709566,22519,1562884679860700864,fcu,99129.99877929688,0.0
1648134498237375167,22520,1562884679882700864,fcu,99129.99877929688,0.0
1648134498257289205,22521,1562884679902700864,fcu,99129.99877929688,0.0
1648134498276203736,22522,1562884679922700864,fcu,99129.99877929688,0.0
1648134498296450310,22523,1562884679942165312,fcu,99129.99877929688,0.0
1648134498316649905,22524,1562884679962165312,fcu,99139.99633789062,0.0
1648134498336600745,22525,1562884679982165312,fcu,99139.99633789062,0.0
1648134498355888871,22526,1562884680000165312,fcu,99139.99633789062,0.0
1648134498375483617,22527,1562884680020165312,fcu,99139.99633789062,0.0
1648134498396757602,22528,1562884680042566720,fcu,99139.99633789062,0.0
1648134498416501960,22529,1562884680062566720,fcu,99169.9951171875,0.0
1648134498435793810,22530,1562884680080566720,fcu,99169.9951171875,0.0
1648134498455997822,22531,1562884680102566720,fcu,99169.9951171875,0.0
1648134498475024786,22532,1562884680120566720,fcu,99169.9951171875,0.0
1648134498495648173,22533,1562884680141410816,fcu,99169.9951171875,0.0
1648134498516715753,22534,1562884680162410816,fcu,99139.99633789062,0.0
1648134498536428771,22535,1562884680182410816,fcu,99139.99633789062,0.0
1648134498556628389,22536,1562884680202410816,fcu,99139.99633789062,0.0
1648134498578085600,22537,1562884680222410816,fcu,99139.99633789062,0.0
1648134498595829793,22538,1562884680241496576,fcu,99139.99633789062,0.0
1648134498616246951,22539,1562884680262496576,fcu,99129.99877929688,0.0
1648134498635794396,22540,1562884680282496576,fcu,99129.99877929688,0.0
1648134498654837604,22541,1562884680300496576,fcu,99129.99877929688,0.0
1648134498676206925,22542,1562884680320496576,fcu,99129.99877929688,0.0
1648134498697352750,22543,1562884680342797632,fcu,99129.99877929688,0.0
1648134498715202147,22544,1562884680360797632,fcu,99109.99755859375,0.0
1648134498737362632,22545,1562884680382797632,fcu,99109.99755859375,0.0
1648134498756467053,22546,1562884680402797632,fcu,99109.99755859375,0.0
1648134498776595076,22547,1562884680422797632,fcu,99109.99755859375,0.0
1648134498795710382,22548,1562884680442358336,fcu,99109.99755859375,0.0
1648134498814942770,22549,1562884680460358336,fcu,99179.99877929688,0.0
1648134498837531896,22550,1562884680484358336,fcu,99179.99877929688,0.0
1648134498856111531,22551,1562884680502358336,fcu,99179.99877929688,0.0
1648134498875593245,22552,1562884680520358336,fcu,99179.99877929688,0.0
1648134498894985355,22553,1562884680541133824,fcu,99179.99877929688,0.0
1648134498916992707,22554,1562884680562133824,fcu,99150.0,0.0
1648134498935595056,22555,1562884680580133824,fcu,99150.0,0.0
1648134498955495574,22556,1562884680600133824,fcu,99150.0,0.0
1648134498975072083,22557,1562884680620133824,fcu,99150.0,0.0
1648134498994680289,22558,1562884680639799232,fcu,99150.0,0.0
1648134499015767713,22559,1562884680659799232,fcu,99169.9951171875,0.0
1648134499036597605,22560,1562884680681799232,fcu,99169.9951171875,0.0
1648134499054963054,22561,1562884680699799232,fcu,99169.9951171875,0.0
1648134499075251301,22562,1562884680719799232,fcu,99169.9951171875,0.0
1648134499094089352,22563,1562884680740160192,fcu,99169.9951171875,0.0
1648134499116229986,22564,1562884680762160192,fcu,99159.99755859375,0.0
1648134499135328443,22565,1562884680780160192,fcu,99159.99755859375,0.0
1648134499156917294,22566,1562884680802160192,fcu,99159.99755859375,0.0
1648134499176733049,22567,1562884680822160192,fcu,99159.99755859375,0.0
1648134499194560614,22568,1562884680839836096,fcu,99159.99755859375,0.0
1648134499216334944,22569,1562884680861836096,fcu,99079.99877929688,0.0
1648134499235557834,22570,1562884680879836096,fcu,99079.99877929688,0.0
1648134499257045140,22571,1562884680901836096,fcu,99079.99877929688,0.0
1648134499276628700,22572,1562884680921836096,fcu,99079.99877929688,0.0
1648134499295695691,22573,1562884680939855552,fcu,99079.99877929688,0.0
1648134499316194063,22574,1562884680961855552,fcu,99159.99755859375,0.0
1648134499337539220,22575,1562884680981855552,fcu,99159.99755859375,0.0
1648134499357375384,22576,1562884681001855552,fcu,99159.99755859375,0.0
1648134499376538781,22577,1562884681021855552,fcu,99159.99755859375,0.0
1648134499395492229,22578,1562884681039800768,fcu,99159.99755859375,0.0
1648134499416674777,22579,1562884681061800768,fcu,99159.99755859375,0.0
1648134499437965751,22580,1562884681081800768,fcu,99159.99755859375,0.0
1648134499455270328,22581,1562884681099800768,fcu,99159.99755859375,0.0
1648134499476257262,22582,1562884681119800768,fcu,99159.99755859375,0.0
1648134499496142923,22583,1562884681141667648,fcu,99159.99755859375,0.0
1648134499515412663,22584,1562884681159667648,fcu,99169.9951171875,0.0
1648134499537379467,22585,1562884681181667648,fcu,99169.9951171875,0.0
1648134499557041961,22586,1562884681201667648,fcu,99169.9951171875,0.0
1648134499576212120,22587,1562884681219667648,fcu,99169.9951171875,0.0
1648134499596092133,22588,1562884681241727040,fcu,99169.9951171875,0.0
1648134499616012960,22589,1562884681261727040,fcu,99179.99877929688,0.0
1648134499637507000,22590,1562884681281727040,fcu,99179.99877929688,0.0
1648134499656780308,22591,1562884681301727040,fcu,99179.99877929688,0.0
1648134499676229949,22592,1562884681319727040,fcu,99179.99877929688,0.0
1648134499696206001,22593,1562884681342059072,fcu,99179.99877929688,0.0
1648134499715338056,22594,1562884681360059072,fcu,99089.99633789062,0.0
1648134499738026832,22595,1562884681384059072,fcu,99089.99633789062,0.0
1648134499756725036,22596,1562884681402059072,fcu,99089.99633789062,0.0
1648134499776495387,22597,1562884681422059072,fcu,99089.99633789062,0.0
1648134499795632164,22598,1562884681440107968,fcu,99089.99633789062,0.0
1648134499816125289,22599,1562884681462107968,fcu,99150.0,0.0
1648134499835988795,22600,1562884681482107968,fcu,99150.0,0.0
1648134499857325761,22601,1562884681502107968,fcu,99150.0,0.0
1648134499876731060,22602,1562884681522107968,fcu,99150.0,0.0
1648134499895454975,22603,1562884681539689152,fcu,99150.0,0.0
1648134499917498635,22604,1562884681561689152,fcu,99169.9951171875,0.0
1648134499941863311,22605,1562884681587689152,fcu,99169.9951171875,0.0
1648134499957014584,22606,1562884681601689152,fcu,99169.9951171875,0.0
1648134499976412624,22607,1562884681621689152,fcu,99169.9951171875,0.0
1648134499996137061,22608,1562884681641670720,fcu,99169.9951171875,0.0
1648134500017000412,22609,1562884681661670720,fcu,99100.0,0.0
1648134500034985894,22610,1562884681679670720,fcu,99100.0,0.0
1648134500056442748,22611,1562884681701670720,fcu,99100.0,0.0
1648134500076320403,22612,1562884681721670720,fcu,99100.0,0.0
1648134500095231284,22613,1562884681740459520,fcu,99100.0,0.0
1648134500115843683,22614,1562884681761459520,fcu,99129.99877929688,0.0
1648134500137356940,22615,1562884681781459520,fcu,99129.99877929688,0.0
1648134500156668582,22616,1562884681801459520,fcu,99129.99877929688,0.0
1648134500176564581,22617,1562884681821459520,fcu,99129.99877929688,0.0
1648134500195807950,22618,1562884681840030144,fcu,99129.99877929688,0.0
1648134500217628387,22619,1562884681862030144,fcu,99100.0,0.0
1648134500237976155,22620,1562884681884030144,fcu,99100.0,0.0
1648134500256266179,22621,1562884681900030144,fcu,99100.0,0.0
1648134500276571189,22622,1562884681922030144,fcu,99100.0,0.0
1648134500295894644,22623,1562884681940421312,fcu,99100.0,0.0
1648134500317638281,22624,1562884681962421312,fcu,99100.0,0.0
1648134500337435238,22625,1562884681982421312,fcu,99100.0,0.0
1648134500356858382,22626,1562884682002421312,fcu,99100.0,0.0
1648134500379307038,22627,1562884682025359104,fcu,99100.0,0.0
1648134500394659605,22628,1562884682040359104,fcu,99100.0,0.0
1648134500416578171,22629,1562884682062359104,fcu,99169.9951171875,0.0
1648134500438008282,22630,1562884682082359104,fcu,99169.9951171875,0.0
1648134500456998002,22631,1562884682102359104,fcu,99169.9951171875,0.0
1648134500476742967,22632,1562884682122359104,fcu,99169.9951171875,0.0
1648134500495921609,22633,1562884682140135616,fcu,99169.9951171875,0.0
1648134500516146863,22634,1562884682162135616,fcu,99150.0,0.0
1648134500536066938,22635,1562884682180135616,fcu,99150.0,0.0
1648134500556891530,22636,1562884682202135616,fcu,99150.0,0.0
1648134500576603798,22637,1562884682222135616,fcu,99150.0,0.0
1648134500596393819,22638,1562884682241899072,fcu,99150.0,0.0
1648134500615854273,22639,1562884682259899072,fcu,99129.99877929688,0.0
1648134500637566903,22640,1562884682281899072,fcu,99129.99877929688,0.0
1648134500657101378,22641,1562884682301899072,fcu,99129.99877929688,0.0
1648134500676568720,22642,1562884682321899072,fcu,99129.99877929688,0.0
1648134500695377748,22643,1562884682339773632,fcu,99129.99877929688,0.0
1648134500717147049,22644,1562884682361773632,fcu,99139.99633789062,0.0
1648134500737367104,22645,1562884682381773632,fcu,99139.99633789062,0.0
1648134500756058477,22646,1562884682399773632,fcu,99139.99633789062,0.0
1648134500775595310,22647,1562884682419773632,fcu,99139.99633789062,0.0
1648134500795023707,22648,1562884682440824832,fcu,99139.99633789062,0.0
1648134500816637183,22649,1562884682461824832,fcu,99150.0,0.0
1648134500836739754,22650,1562884682481824832,fcu,99150.0,0.0
1648134500857661417,22651,1562884682501824832,fcu,99150.0,0.0
1648134500876434733,22652,1562884682519824832,fcu,99150.0,0.0
1648134500895994208,22653,1562884682539889344,fcu,99150.0,0.0
1648134500916263471,22654,1562884682561889344,fcu,99109.99755859375,0.0
1648134500937387257,22655,1562884682581889344,fcu,99109.99755859375,0.0
1648134500956814037,22656,1562884682601889344,fcu,99109.99755859375,0.0
1648134500976698692,22657,1562884682621889344,fcu,99109.99755859375,0.0
1648134500995691837,22658,1562884682639797952,fcu,99109.99755859375,0.0
1648134501014073212,22659,1562884682659797952,fcu,99119.9951171875,0.0
1648134501037249596,22660,1562884682681797952,fcu,99119.9951171875,0.0
